"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-10","Prince Edward Island","2016A000211","Women","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410002","4.3.1.3","25.3","","","","1"
"2024-10","Prince Edward Island","2016A000211","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410003","4.3.1.4","","F","","","0"
"2024-10","Prince Edward Island","2016A000211","Women","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410004","4.3.1.5","","F","","","0"
"2024-10","Prince Edward Island","2016A000211","Women","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410005","4.3.1.6","","F","","","0"
"2024-10","Prince Edward Island","2016A000211","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410006","4.3.2.1","38.5","","","","1"
"2024-10","Prince Edward Island","2016A000211","Women","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410007","4.3.2.2","30.3","","","","1"
"2024-10","Prince Edward Island","2016A000211","Women","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410008","4.3.2.3","47.4","","","","1"
"2024-10","Prince Edward Island","2016A000211","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410009","4.3.2.4","29","E","","","0"
"2024-10","Prince Edward Island","2016A000211","Women","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410010","4.3.2.5","22","E","","","0"
"2024-10","Prince Edward Island","2016A000211","Women","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410011","4.3.2.6","36","E","","","0"
"2024-10","Prince Edward Island","2016A000211","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410012","4.3.3.1","45.3","","","","1"
"2024-10","Prince Edward Island","2016A000211","Women","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410013","4.3.3.2","36.5","","","","1"
"2024-10","Prince Edward Island","2016A000211","Women","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410014","4.3.3.3","54.4","","","","1"
"2024-10","Prince Edward Island","2016A000211","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410015","4.3.3.4","34","","","","0"
"2024-10","Prince Edward Island","2016A000211","Women","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410016","4.3.3.5","28","","","","0"
"2024-10","Prince Edward Island","2016A000211","Women","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410017","4.3.3.6","41","","","","0"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410018","5.1.1.1","16.2","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410019","5.1.1.2","11.9","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410020","5.1.1.3","21.7","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410021","5.1.1.4","","F","","","0"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410022","5.1.1.5","","F","","","0"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410023","5.1.1.6","","F","","","0"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410024","5.1.2.1","35.3","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410025","5.1.2.2","29.1","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410026","5.1.2.3","42.1","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410027","5.1.2.4","318","","","","0"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410028","5.1.2.5","259","","","","0"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410029","5.1.2.6","377","","","","0"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410030","5.1.3.1","48.5","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410031","5.1.3.2","42.0","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410032","5.1.3.3","55.0","","","","1"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410033","5.1.3.4","437","","","","0"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410034","5.1.3.5","379","","","","0"
"2024-10","Nova Scotia","2016A000212","Total, all persons","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410035","5.1.3.6","496","","","","0"
"2024-10","Nova Scotia","2016A000212","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410036","5.2.1.1","18.7","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410037","5.2.1.2","11.9","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410038","5.2.1.3","28.3","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410039","5.2.1.4","","F","","","0"
"2024-10","Nova Scotia","2016A000212","Men","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410040","5.2.1.5","","F","","","0"
"2024-10","Nova Scotia","2016A000212","Men","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410041","5.2.1.6","","F","","","0"
"2024-10","Nova Scotia","2016A000212","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410042","5.2.2.1","30.9","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410043","5.2.2.2","22.4","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410044","5.2.2.3","40.9","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410045","5.2.2.4","","F","","","0"
"2024-10","Nova Scotia","2016A000212","Men","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410046","5.2.2.5","","F","","","0"
"2024-10","Nova Scotia","2016A000212","Men","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410047","5.2.2.6","","F","","","0"
"2024-10","Nova Scotia","2016A000212","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410048","5.2.3.1","50.4","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410049","5.2.3.2","41.4","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410050","5.2.3.3","59.4","","","","1"
"2024-10","Nova Scotia","2016A000212","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410051","5.2.3.4","224","E","","","0"
"2024-10","Nova Scotia","2016A000212","Men","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410052","5.2.3.5","183","E","","","0"
"2024-10","Nova Scotia","2016A000212","Men","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410053","5.2.3.6","264","E","","","0"
"2024-10","Nova Scotia","2016A000212","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410054","5.3.1.1","13.7","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410055","5.3.1.2","8.8","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410056","5.3.1.3","20.8","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410057","5.3.1.4","","F","","","0"
"2024-10","Nova Scotia","2016A000212","Women","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410058","5.3.1.5","","F","","","0"
"2024-10","Nova Scotia","2016A000212","Women","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410059","5.3.1.6","","F","","","0"
"2024-10","Nova Scotia","2016A000212","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410060","5.3.2.1","39.6","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410061","5.3.2.2","30.6","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410062","5.3.2.3","49.4","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410063","5.3.2.4","181","E","","","0"
"2024-10","Nova Scotia","2016A000212","Women","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410064","5.3.2.5","138","E","","","0"
"2024-10","Nova Scotia","2016A000212","Women","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410065","5.3.2.6","225","E","","","0"
"2024-10","Nova Scotia","2016A000212","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410066","5.3.3.1","46.7","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410067","5.3.3.2","37.4","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410068","5.3.3.3","56.2","","","","1"
"2024-10","Nova Scotia","2016A000212","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410069","5.3.3.4","214","E","","","0"
"2024-10","Nova Scotia","2016A000212","Women","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410070","5.3.3.5","170","E","","","0"
"2024-10","Nova Scotia","2016A000212","Women","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410071","5.3.3.6","257","E","","","0"
"2024-10","New Brunswick","2016A000213","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410072","6.1.1.1","13.9","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410073","6.1.1.2","10.5","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410074","6.1.1.3","18.3","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410075","6.1.1.4","","F","","","0"
"2024-10","New Brunswick","2016A000213","Total, all persons","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410076","6.1.1.5","","F","","","0"
"2024-10","New Brunswick","2016A000213","Total, all persons","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410077","6.1.1.6","","F","","","0"
"2024-10","New Brunswick","2016A000213","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410078","6.1.2.1","35.7","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410079","6.1.2.2","30.4","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410080","6.1.2.3","41.3","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410081","6.1.2.4","256","","","","0"
"2024-10","New Brunswick","2016A000213","Total, all persons","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410082","6.1.2.5","217","","","","0"
"2024-10","New Brunswick","2016A000213","Total, all persons","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410083","6.1.2.6","295","","","","0"
"2024-10","New Brunswick","2016A000213","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410084","6.1.3.1","50.4","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410085","6.1.3.2","44.9","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410086","6.1.3.3","55.9","","","","1"
"2024-10","New Brunswick","2016A000213","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410087","6.1.3.4","362","","","","0"
"2024-10","New Brunswick","2016A000213","Total, all persons","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410088","6.1.3.5","322","","","","0"
"2024-10","New Brunswick","2016A000213","Total, all persons","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410089","6.1.3.6","402","","","","0"
"2024-10","New Brunswick","2016A000213","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410090","6.2.1.1","17.3","","","","1"
"2024-10","New Brunswick","2016A000213","Men","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410091","6.2.1.2","11.8","","","","1"
"2024-10","New Brunswick","2016A000213","Men","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410092","6.2.1.3","24.9","","","","1"
"2024-10","New Brunswick","2016A000213","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410093","6.2.1.4","","F","","","0"
"2024-10","New Brunswick","2016A000213","Men","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410094","6.2.1.5","","F","","","0"
"2024-10","New Brunswick","2016A000213","Men","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410095","6.2.1.6","","F","","","0"
"2024-10","New Brunswick","2016A000213","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410096","6.2.2.1","29.0","","","","1"
"2024-10","New Brunswick","2016A000213","Men","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410097","6.2.2.2","21.8","","","","1"
"2024-10","New Brunswick","2016A000213","Men","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410098","6.2.2.3","37.4","","","","1"
"2024-10","New Brunswick","2016A000213","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410099","6.2.2.4","104","E","","","0"
"2024-10","New Brunswick","2016A000213","Men","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410100","6.2.2.5","76","E","","","0"
"2024-10","New Brunswick","2016A000213","Men","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410101","6.2.2.6","132","E","","","0"
"2024-10","New Brunswick","2016A000213","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410102","6.2.3.1","53.7","","","","1"
"2024-10","New Brunswick","2016A000213","Men","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410103","6.2.3.2","45.7","","","","1"
"2024-10","New Brunswick","2016A000213","Men","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410104","6.2.3.3","61.4","","","","1"
"2024-10","New Brunswick","2016A000213","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410105","6.2.3.4","192","","","","0"
"2024-10","New Brunswick","2016A000213","Men","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410106","6.2.3.5","164","","","","0"
"2024-10","New Brunswick","2016A000213","Men","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410107","6.2.3.6","220","","","","0"
"2024-10","New Brunswick","2016A000213","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410108","6.3.1.1","10.5","","","","1"
"2024-10","New Brunswick","2016A000213","Women","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410109","6.3.1.2","7.2","","","","1"
"2024-10","New Brunswick","2016A000213","Women","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410110","6.3.1.3","15.3","","","","1"
"2024-10","New Brunswick","2016A000213","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410111","6.3.1.4","","F","","","0"
"2024-10","New Brunswick","2016A000213","Women","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410112","6.3.1.5","","F","","","0"
"2024-10","New Brunswick","2016A000213","Women","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410113","6.3.1.6","","F","","","0"
"2024-10","New Brunswick","2016A000213","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410114","6.3.2.1","42.3","","","","1"
"2024-10","New Brunswick","2016A000213","Women","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410115","6.3.2.2","35.0","","","","1"
"2024-10","New Brunswick","2016A000213","Women","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410116","6.3.2.3","49.9","","","","1"
"2024-10","New Brunswick","2016A000213","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410117","6.3.2.4","152","E","","","0"
"2024-10","New Brunswick","2016A000213","Women","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410118","6.3.2.5","125","E","","","0"
"2024-10","New Brunswick","2016A000213","Women","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410119","6.3.2.6","180","E","","","0"
"2024-10","New Brunswick","2016A000213","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410120","6.3.3.1","47.2","","","","1"
"2024-10","New Brunswick","2016A000213","Women","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410121","6.3.3.2","39.6","","","","1"
"2024-10","New Brunswick","2016A000213","Women","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410122","6.3.3.3","54.9","","","","1"
"2024-10","New Brunswick","2016A000213","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410123","6.3.3.4","170","","","","0"
"2024-10","New Brunswick","2016A000213","Women","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410124","6.3.3.5","142","","","","0"
"2024-10","New Brunswick","2016A000213","Women","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410125","6.3.3.6","198","","","","0"
"2024-10","Quebec","2016A000224","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410126","7.1.1.1","13.1","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410127","7.1.1.2","11.3","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410128","7.1.1.3","15.3","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410129","7.1.1.4","986","","","","0"
"2024-10","Quebec","2016A000224","Total, all persons","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410130","7.1.1.5","835","","","","0"
"2024-10","Quebec","2016A000224","Total, all persons","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410131","7.1.1.6","1137","","","","0"
"2024-10","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410132","7.1.2.1","30.7","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410133","7.1.2.2","27.9","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410134","7.1.2.3","33.7","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410135","7.1.2.4","2306","","","","0"
"2024-10","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410136","7.1.2.5","2090","","","","0"
"2024-10","Quebec","2016A000224","Total, all persons","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410137","7.1.2.6","2522","","","","0"
"2024-10","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410138","7.1.3.1","56.1","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410139","7.1.3.2","53.1","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410140","7.1.3.3","59.2","","","","1"
"2024-10","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410141","7.1.3.4","4212","","","","0"
"2024-10","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410142","7.1.3.5","3984","","","","0"
"2024-10","Quebec","2016A000224","Total, all persons","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410143","7.1.3.6","4440","","","","0"
"2024-10","Quebec","2016A000224","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410144","7.2.1.1","12.8","","","","1"
"2024-10","Quebec","2016A000224","Men","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410145","7.2.1.2","10.0","","","","1"
"2024-10","Quebec","2016A000224","Men","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410146","7.2.1.3","16.1","","","","1"
"2024-10","Quebec","2016A000224","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410147","7.2.1.4","481","E","","","0"
"2024-10","Quebec","2016A000224","Men","Always or often feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410148","7.2.1.5","366","E","","","0"
"2024-10","Quebec","2016A000224","Men","Always or often feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410149","7.2.1.6","596","E","","","0"
"2024-10","Quebec","2016A000224","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410150","7.2.2.1","27.8","","","","1"
"2024-10","Quebec","2016A000224","Men","Sometimes feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410151","7.2.2.2","23.8","","","","1"
"2024-10","Quebec","2016A000224","Men","Sometimes feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410152","7.2.2.3","32.2","","","","1"
"2024-10","Quebec","2016A000224","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410153","7.2.2.4","1048","","","","0"
"2024-10","Quebec","2016A000224","Men","Sometimes feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410154","7.2.2.5","889","","","","0"
"2024-10","Quebec","2016A000224","Men","Sometimes feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410155","7.2.2.6","1207","","","","0"
"2024-10","Quebec","2016A000224","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410156","7.2.3.1","59.5","","","","1"
"2024-10","Quebec","2016A000224","Men","Rarely or never feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410157","7.2.3.2","54.9","","","","1"
"2024-10","Quebec","2016A000224","Men","Rarely or never feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410158","7.2.3.3","63.8","","","","1"
"2024-10","Quebec","2016A000224","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410159","7.2.3.4","2242","","","","0"
"2024-10","Quebec","2016A000224","Men","Rarely or never feels lonely","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410160","7.2.3.5","2074","","","","0"
"2024-10","Quebec","2016A000224","Men","Rarely or never feels lonely","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1331410161","7.2.3.6","2410","","","","0"
"2024-10","Quebec","2016A000224","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410162","7.3.1.1","13.5","","","","1"
"2024-10","Quebec","2016A000224","Women","Always or often feels lonely","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410163","7.3.1.2","11.1","","","","1"
"2024-10","Quebec","2016A000224","Women","Always or often feels lonely","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410164","7.3.1.3","16.4","","","","1"
