,REF_DATE,GEO,Gender,Indicators,UOM,VALUE
373,2021-07,Manitoba,Women,Rarely or never feels lonely,Percent,37.5
374,2021-07,Manitoba,Women,Rarely or never feels lonely,Percent,51.7
375,2021-07,Manitoba,Women,Rarely or never feels lonely,Number,235.0
376,2021-07,Manitoba,Women,Rarely or never feels lonely,Number,197.0
377,2021-07,Manitoba,Women,Rarely or never feels lonely,Number,274.0
378,2021-07,Saskatchewan,"Total, all persons",Always or often feels lonely,Percent,15.0
379,2021-07,Saskatchewan,"Total, all persons",Always or often feels lonely,Percent,11.4
380,2021-07,Saskatchewan,"Total, all persons",Always or often feels lonely,Percent,19.5
381,2021-07,Saskatchewan,"Total, all persons",Always or often feels lonely,Number,132.0
382,2021-07,Saskatchewan,"Total, all persons",Always or often feels lonely,Number,96.0
383,2021-07,Saskatchewan,"Total, all persons",Always or often feels lonely,Number,168.0
384,2021-07,Saskatchewan,"Total, all persons",Sometimes feels lonely,Percent,34.4
385,2021-07,Saskatchewan,"Total, all persons",Sometimes feels lonely,Percent,29.2
386,2021-07,Saskatchewan,"Total, all persons",Sometimes feels lonely,Percent,39.9
387,2021-07,Saskatchewan,"Total, all persons",Sometimes feels lonely,Number,302.0
388,2021-07,Saskatchewan,"Total, all persons",Sometimes feels lonely,Number,255.0
389,2021-07,Saskatchewan,"Total, all persons",Sometimes feels lonely,Number,350.0
390,2021-07,Saskatchewan,"Total, all persons",Rarely or never feels lonely,Percent,50.6
391,2021-07,Saskatchewan,"Total, all persons",Rarely or never feels lonely,Percent,45.1
392,2021-07,Saskatchewan,"Total, all persons",Rarely or never feels lonely,Percent,56.1
393,2021-07,Saskatchewan,"Total, all persons",Rarely or never feels lonely,Number,446.0
394,2021-07,Saskatchewan,"Total, all persons",Rarely or never feels lonely,Number,397.0
395,2021-07,Saskatchewan,"Total, all persons",Rarely or never feels lonely,Number,495.0
396,2021-07,Saskatchewan,Men,Always or often feels lonely,Percent,19.0
397,2021-07,Saskatchewan,Men,Always or often feels lonely,Percent,13.4
398,2021-07,Saskatchewan,Men,Always or often feels lonely,Percent,26.1
399,2021-07,Saskatchewan,Men,Always or often feels lonely,Number,
400,2021-07,Saskatchewan,Men,Always or often feels lonely,Number,
401,2021-07,Saskatchewan,Men,Always or often feels lonely,Number,
402,2021-07,Saskatchewan,Men,Sometimes feels lonely,Percent,32.3
403,2021-07,Saskatchewan,Men,Sometimes feels lonely,Percent,25.1
404,2021-07,Saskatchewan,Men,Sometimes feels lonely,Percent,40.5
405,2021-07,Saskatchewan,Men,Sometimes feels lonely,Number,143.0
406,2021-07,Saskatchewan,Men,Sometimes feels lonely,Number,108.0
407,2021-07,Saskatchewan,Men,Sometimes feels lonely,Number,178.0
408,2021-07,Saskatchewan,Men,Rarely or never feels lonely,Percent,48.7
409,2021-07,Saskatchewan,Men,Rarely or never feels lonely,Percent,40.9
410,2021-07,Saskatchewan,Men,Rarely or never feels lonely,Percent,56.5
411,2021-07,Saskatchewan,Men,Rarely or never feels lonely,Number,216.0
412,2021-07,Saskatchewan,Men,Rarely or never feels lonely,Number,181.0
413,2021-07,Saskatchewan,Men,Rarely or never feels lonely,Number,250.0
414,2021-07,Saskatchewan,Women,Always or often feels lonely,Percent,11.0
415,2021-07,Saskatchewan,Women,Always or often feels lonely,Percent,7.1
416,2021-07,Saskatchewan,Women,Always or often feels lonely,Percent,16.5
417,2021-07,Saskatchewan,Women,Always or often feels lonely,Number,
418,2021-07,Saskatchewan,Women,Always or often feels lonely,Number,
419,2021-07,Saskatchewan,Women,Always or often feels lonely,Number,
420,2021-07,Saskatchewan,Women,Sometimes feels lonely,Percent,36.4
421,2021-07,Saskatchewan,Women,Sometimes feels lonely,Percent,29.4
422,2021-07,Saskatchewan,Women,Sometimes feels lonely,Percent,44.0
423,2021-07,Saskatchewan,Women,Sometimes feels lonely,Number,159.0
424,2021-07,Saskatchewan,Women,Sometimes feels lonely,Number,127.0
425,2021-07,Saskatchewan,Women,Sometimes feels lonely,Number,191.0
426,2021-07,Saskatchewan,Women,Rarely or never feels lonely,Percent,52.6
427,2021-07,Saskatchewan,Women,Rarely or never feels lonely,Percent,44.9
428,2021-07,Saskatchewan,Women,Rarely or never feels lonely,Percent,60.2
429,2021-07,Saskatchewan,Women,Rarely or never feels lonely,Number,230.0
430,2021-07,Saskatchewan,Women,Rarely or never feels lonely,Number,196.0
431,2021-07,Saskatchewan,Women,Rarely or never feels lonely,Number,264.0
432,2021-07,Alberta,"Total, all persons",Always or often feels lonely,Percent,11.2
433,2021-07,Alberta,"Total, all persons",Always or often feels lonely,Percent,8.9
434,2021-07,Alberta,"Total, all persons",Always or often feels lonely,Percent,13.9
435,2021-07,Alberta,"Total, all persons",Always or often feels lonely,Number,394.0
436,2021-07,Alberta,"Total, all persons",Always or often feels lonely,Number,306.0
437,2021-07,Alberta,"Total, all persons",Always or often feels lonely,Number,481.0
438,2021-07,Alberta,"Total, all persons",Sometimes feels lonely,Percent,32.5
439,2021-07,Alberta,"Total, all persons",Sometimes feels lonely,Percent,28.8
440,2021-07,Alberta,"Total, all persons",Sometimes feels lonely,Percent,36.5
441,2021-07,Alberta,"Total, all persons",Sometimes feels lonely,Number,1148.0
442,2021-07,Alberta,"Total, all persons",Sometimes feels lonely,Number,1011.0
443,2021-07,Alberta,"Total, all persons",Sometimes feels lonely,Number,1284.0
444,2021-07,Alberta,"Total, all persons",Rarely or never feels lonely,Percent,56.3
445,2021-07,Alberta,"Total, all persons",Rarely or never feels lonely,Percent,52.3
446,2021-07,Alberta,"Total, all persons",Rarely or never feels lonely,Percent,60.2
447,2021-07,Alberta,"Total, all persons",Rarely or never feels lonely,Number,1988.0
448,2021-07,Alberta,"Total, all persons",Rarely or never feels lonely,Number,1847.0
449,2021-07,Alberta,"Total, all persons",Rarely or never feels lonely,Number,2128.0
450,2021-07,Alberta,Men,Always or often feels lonely,Percent,9.7
451,2021-07,Alberta,Men,Always or often feels lonely,Percent,6.7
452,2021-07,Alberta,Men,Always or often feels lonely,Percent,13.8
453,2021-07,Alberta,Men,Always or often feels lonely,Number,
454,2021-07,Alberta,Men,Always or often feels lonely,Number,
455,2021-07,Alberta,Men,Always or often feels lonely,Number,
456,2021-07,Alberta,Men,Sometimes feels lonely,Percent,31.2
457,2021-07,Alberta,Men,Sometimes feels lonely,Percent,26.1
458,2021-07,Alberta,Men,Sometimes feels lonely,Percent,36.9
459,2021-07,Alberta,Men,Sometimes feels lonely,Number,553.0
460,2021-07,Alberta,Men,Sometimes feels lonely,Number,457.0
461,2021-07,Alberta,Men,Sometimes feels lonely,Number,649.0
462,2021-07,Alberta,Men,Rarely or never feels lonely,Percent,59.1
463,2021-07,Alberta,Men,Rarely or never feels lonely,Percent,53.4
464,2021-07,Alberta,Men,Rarely or never feels lonely,Percent,64.6
465,2021-07,Alberta,Men,Rarely or never feels lonely,Number,1046.0
466,2021-07,Alberta,Men,Rarely or never feels lonely,Number,946.0
467,2021-07,Alberta,Men,Rarely or never feels lonely,Number,1146.0
468,2021-07,Alberta,Women,Always or often feels lonely,Percent,12.7
469,2021-07,Alberta,Women,Always or often feels lonely,Percent,9.5
470,2021-07,Alberta,Women,Always or often feels lonely,Percent,16.7
471,2021-07,Alberta,Women,Always or often feels lonely,Number,223.0
472,2021-07,Alberta,Women,Always or often feels lonely,Number,158.0
473,2021-07,Alberta,Women,Always or often feels lonely,Number,287.0
474,2021-07,Alberta,Women,Sometimes feels lonely,Percent,33.8
475,2021-07,Alberta,Women,Sometimes feels lonely,Percent,28.7
476,2021-07,Alberta,Women,Sometimes feels lonely,Percent,39.3
477,2021-07,Alberta,Women,Sometimes feels lonely,Number,595.0
478,2021-07,Alberta,Women,Sometimes feels lonely,Number,501.0
479,2021-07,Alberta,Women,Sometimes feels lonely,Number,689.0
480,2021-07,Alberta,Women,Rarely or never feels lonely,Percent,53.5
481,2021-07,Alberta,Women,Rarely or never feels lonely,Percent,48.0
482,2021-07,Alberta,Women,Rarely or never feels lonely,Percent,58.9
483,2021-07,Alberta,Women,Rarely or never feels lonely,Number,941.0
484,2021-07,Alberta,Women,Rarely or never feels lonely,Number,844.0
485,2021-07,Alberta,Women,Rarely or never feels lonely,Number,1039.0
486,2021-07,British Columbia,"Total, all persons",Always or often feels lonely,Percent,12.2
487,2021-07,British Columbia,"Total, all persons",Always or often feels lonely,Percent,10.0
488,2021-07,British Columbia,"Total, all persons",Always or often feels lonely,Percent,14.8
489,2021-07,British Columbia,"Total, all persons",Always or often feels lonely,Number,528.0
490,2021-07,British Columbia,"Total, all persons",Always or often feels lonely,Number,425.0
491,2021-07,British Columbia,"Total, all persons",Always or often feels lonely,Number,632.0
492,2021-07,British Columbia,"Total, all persons",Sometimes feels lonely,Percent,35.8
493,2021-07,British Columbia,"Total, all persons",Sometimes feels lonely,Percent,32.3
494,2021-07,British Columbia,"Total, all persons",Sometimes feels lonely,Percent,39.5
495,2021-07,British Columbia,"Total, all persons",Sometimes feels lonely,Number,1550.0
496,2021-07,British Columbia,"Total, all persons",Sometimes feels lonely,Number,1395.0
497,2021-07,British Columbia,"Total, all persons",Sometimes feels lonely,Number,1705.0
498,2021-07,British Columbia,"Total, all persons",Rarely or never feels lonely,Percent,52.0
499,2021-07,British Columbia,"Total, all persons",Rarely or never feels lonely,Percent,48.4
500,2021-07,British Columbia,"Total, all persons",Rarely or never feels lonely,Percent,55.6
501,2021-07,British Columbia,"Total, all persons",Rarely or never feels lonely,Number,2251.0
502,2021-07,British Columbia,"Total, all persons",Rarely or never feels lonely,Number,2093.0
503,2021-07,British Columbia,"Total, all persons",Rarely or never feels lonely,Number,2409.0
504,2021-07,British Columbia,Men,Always or often feels lonely,Percent,10.4
505,2021-07,British Columbia,Men,Always or often feels lonely,Percent,7.7
506,2021-07,British Columbia,Men,Always or often feels lonely,Percent,14.0
507,2021-07,British Columbia,Men,Always or often feels lonely,Number,
508,2021-07,British Columbia,Men,Always or often feels lonely,Number,
509,2021-07,British Columbia,Men,Always or often feels lonely,Number,
510,2021-07,British Columbia,Men,Sometimes feels lonely,Percent,31.2
511,2021-07,British Columbia,Men,Sometimes feels lonely,Percent,26.5
512,2021-07,British Columbia,Men,Sometimes feels lonely,Percent,36.4
513,2021-07,British Columbia,Men,Sometimes feels lonely,Number,660.0
514,2021-07,British Columbia,Men,Sometimes feels lonely,Number,555.0
515,2021-07,British Columbia,Men,Sometimes feels lonely,Number,766.0
516,2021-07,British Columbia,Men,Rarely or never feels lonely,Percent,58.3
517,2021-07,British Columbia,Men,Rarely or never feels lonely,Percent,53.2
518,2021-07,British Columbia,Men,Rarely or never feels lonely,Percent,63.3
519,2021-07,British Columbia,Men,Rarely or never feels lonely,Number,1234.0
520,2021-07,British Columbia,Men,Rarely or never feels lonely,Number,1126.0
521,2021-07,British Columbia,Men,Rarely or never feels lonely,Number,1343.0
522,2021-07,British Columbia,Women,Always or often feels lonely,Percent,13.9
523,2021-07,British Columbia,Women,Always or often feels lonely,Percent,10.8
524,2021-07,British Columbia,Women,Always or often feels lonely,Percent,17.6
525,2021-07,British Columbia,Women,Always or often feels lonely,Number,308.0
526,2021-07,British Columbia,Women,Always or often feels lonely,Number,233.0
527,2021-07,British Columbia,Women,Always or often feels lonely,Number,383.0
528,2021-07,British Columbia,Women,Sometimes feels lonely,Percent,40.2
529,2021-07,British Columbia,Women,Sometimes feels lonely,Percent,35.4
530,2021-07,British Columbia,Women,Sometimes feels lonely,Percent,45.2
531,2021-07,British Columbia,Women,Sometimes feels lonely,Number,890.0
532,2021-07,British Columbia,Women,Sometimes feels lonely,Number,781.0
533,2021-07,British Columbia,Women,Sometimes feels lonely,Number,999.0
534,2021-07,British Columbia,Women,Rarely or never feels lonely,Percent,45.9
535,2021-07,British Columbia,Women,Rarely or never feels lonely,Percent,41.1
536,2021-07,British Columbia,Women,Rarely or never feels lonely,Percent,50.9
537,2021-07,British Columbia,Women,Rarely or never feels lonely,Number,1017.0
538,2021-07,British Columbia,Women,Rarely or never feels lonely,Number,907.0
539,2021-07,British Columbia,Women,Rarely or never feels lonely,Number,1127.0
540,2021-10,Newfoundland and Labrador,"Total, all persons",Always or often feels lonely,Percent,12.8
541,2021-10,Newfoundland and Labrador,"Total, all persons",Always or often feels lonely,Percent,9.6
542,2021-10,Newfoundland and Labrador,"Total, all persons",Always or often feels lonely,Percent,16.7
543,2021-10,Newfoundland and Labrador,"Total, all persons",Always or often feels lonely,Number,56.0
544,2021-10,Newfoundland and Labrador,"Total, all persons",Always or often feels lonely,Number,41.0
545,2021-10,Newfoundland and Labrador,"Total, all persons",Always or often feels lonely,Number,72.0
546,2021-10,Newfoundland and Labrador,"Total, all persons",Sometimes feels lonely,Percent,30.1
547,2021-10,Newfoundland and Labrador,"Total, all persons",Sometimes feels lonely,Percent,25.6
548,2021-10,Newfoundland and Labrador,"Total, all persons",Sometimes feels lonely,Percent,34.9
549,2021-10,Newfoundland and Labrador,"Total, all persons",Sometimes feels lonely,Number,133.0
550,2021-10,Newfoundland and Labrador,"Total, all persons",Sometimes feels lonely,Number,112.0
551,2021-10,Newfoundland and Labrador,"Total, all persons",Sometimes feels lonely,Number,153.0
552,2021-10,Newfoundland and Labrador,"Total, all persons",Rarely or never feels lonely,Percent,57.2
553,2021-10,Newfoundland and Labrador,"Total, all persons",Rarely or never feels lonely,Percent,51.9
554,2021-10,Newfoundland and Labrador,"Total, all persons",Rarely or never feels lonely,Percent,62.2
555,2021-10,Newfoundland and Labrador,"Total, all persons",Rarely or never feels lonely,Number,252.0
556,2021-10,Newfoundland and Labrador,"Total, all persons",Rarely or never feels lonely,Number,229.0
557,2021-10,Newfoundland and Labrador,"Total, all persons",Rarely or never feels lonely,Number,275.0
558,2021-10,Newfoundland and Labrador,Men,Always or often feels lonely,Percent,10.7
559,2021-10,Newfoundland and Labrador,Men,Always or often feels lonely,Percent,6.7
560,2021-10,Newfoundland and Labrador,Men,Always or often feels lonely,Percent,16.6
561,2021-10,Newfoundland and Labrador,Men,Always or often feels lonely,Number,
562,2021-10,Newfoundland and Labrador,Men,Always or often feels lonely,Number,
563,2021-10,Newfoundland and Labrador,Men,Always or often feels lonely,Number,
564,2021-10,Newfoundland and Labrador,Men,Sometimes feels lonely,Percent,23.6
565,2021-10,Newfoundland and Labrador,Men,Sometimes feels lonely,Percent,17.8
566,2021-10,Newfoundland and Labrador,Men,Sometimes feels lonely,Percent,30.6
567,2021-10,Newfoundland and Labrador,Men,Sometimes feels lonely,Number,
568,2021-10,Newfoundland and Labrador,Men,Sometimes feels lonely,Number,
569,2021-10,Newfoundland and Labrador,Men,Sometimes feels lonely,Number,
570,2021-10,Newfoundland and Labrador,Men,Rarely or never feels lonely,Percent,65.7
571,2021-10,Newfoundland and Labrador,Men,Rarely or never feels lonely,Percent,58.0
572,2021-10,Newfoundland and Labrador,Men,Rarely or never feels lonely,Percent,72.6
573,2021-10,Newfoundland and Labrador,Men,Rarely or never feels lonely,Number,143.0
574,2021-10,Newfoundland and Labrador,Men,Rarely or never feels lonely,Number,127.0
575,2021-10,Newfoundland and Labrador,Men,Rarely or never feels lonely,Number,159.0
576,2021-10,Newfoundland and Labrador,Women,Always or often feels lonely,Percent,14.8
577,2021-10,Newfoundland and Labrador,Women,Always or often feels lonely,Percent,10.1
578,2021-10,Newfoundland and Labrador,Women,Always or often feels lonely,Percent,21.0
579,2021-10,Newfoundland and Labrador,Women,Always or often feels lonely,Number,
580,2021-10,Newfoundland and Labrador,Women,Always or often feels lonely,Number,
581,2021-10,Newfoundland and Labrador,Women,Always or often feels lonely,Number,
582,2021-10,Newfoundland and Labrador,Women,Sometimes feels lonely,Percent,36.4
583,2021-10,Newfoundland and Labrador,Women,Sometimes feels lonely,Percent,29.9
584,2021-10,Newfoundland and Labrador,Women,Sometimes feels lonely,Percent,43.5
585,2021-10,Newfoundland and Labrador,Women,Sometimes feels lonely,Number,81.0
586,2021-10,Newfoundland and Labrador,Women,Sometimes feels lonely,Number,66.0
587,2021-10,Newfoundland and Labrador,Women,Sometimes feels lonely,Number,96.0
588,2021-10,Newfoundland and Labrador,Women,Rarely or never feels lonely,Percent,48.8
589,2021-10,Newfoundland and Labrador,Women,Rarely or never feels lonely,Percent,41.6
