Geography,Population,Labour_Metric,Sex,Year,Indicator,Value
Atlantic region,Total population,Population 5,Females,2022,Persons,"1,071.30"
Atlantic region,Total population,Labour force 6,Both sexes,2022,Persons,"1,274.60"
Atlantic region,Total population,Labour force 6,Males,2022,Persons,654.6
Atlantic region,Total population,Labour force 6,Females,2022,Persons,620.1
Atlantic region,Total population,Employment 7,Both sexes,2022,Persons,"1,174.90"
Atlantic region,Total population,Employment 7,Males,2022,Persons,595.5
Atlantic region,Total population,Employment 7,Females,2022,Persons,579.4
Atlantic region,Total population,Unemployment 8,Both sexes,2022,Persons,99.7
Atlantic region,Total population,Unemployment 8,Males,2022,Persons,59.1
Atlantic region,Total population,Unemployment 8,Females,2022,Persons,40.6
Atlantic region,Total population,Not in labour force 9,Both sexes,2022,Persons,817.4
Atlantic region,Total population,Not in labour force 9,Males,2022,Persons,366.1
Atlantic region,Total population,Not in labour force 9,Females,2022,Persons,451.3
Atlantic region,Total population,Population 5,Both sexes,2023,Persons,"2,146.60"
Atlantic region,Total population,Population 5,Males,2023,Persons,"1,049.50"
Atlantic region,Total population,Population 5,Females,2023,Persons,"1,097.10"
Atlantic region,Total population,Labour force 6,Both sexes,2023,Persons,"1,303.70"
Atlantic region,Total population,Labour force 6,Males,2023,Persons,669.3
Atlantic region,Total population,Labour force 6,Females,2023,Persons,634.3
Atlantic region,Total population,Employment 7,Both sexes,2023,Persons,"1,209.60"
Atlantic region,Total population,Employment 7,Males,2023,Persons,612.9
Atlantic region,Total population,Employment 7,Females,2023,Persons,596.7
Atlantic region,Total population,Unemployment 8,Both sexes,2023,Persons,94.1
Atlantic region,Total population,Unemployment 8,Males,2023,Persons,56.4
Atlantic region,Total population,Unemployment 8,Females,2023,Persons,37.6
Atlantic region,Total population,Not in labour force 9,Both sexes,2023,Persons,843
Atlantic region,Total population,Not in labour force 9,Males,2023,Persons,380.2
Atlantic region,Total population,Not in labour force 9,Females,2023,Persons,462.8
Atlantic region,Total population,Population 5,Both sexes,2024,Persons,"2,207.80"
Atlantic region,Total population,Population 5,Males,2024,Persons,"1,083.20"
Atlantic region,Total population,Population 5,Females,2024,Persons,"1,124.60"
Atlantic region,Total population,Labour force 6,Both sexes,2024,Persons,"1,348.40"
Atlantic region,Total population,Labour force 6,Males,2024,Persons,695.6
Atlantic region,Total population,Labour force 6,Females,2024,Persons,652.8
Atlantic region,Total population,Employment 7,Both sexes,2024,Persons,"1,247.90"
Atlantic region,Total population,Employment 7,Males,2024,Persons,634.4
Atlantic region,Total population,Employment 7,Females,2024,Persons,613.5
Atlantic region,Total population,Unemployment 8,Both sexes,2024,Persons,100.4
Atlantic region,Total population,Unemployment 8,Males,2024,Persons,61.2
Atlantic region,Total population,Unemployment 8,Females,2024,Persons,39.3
Atlantic region,Total population,Not in labour force 9,Both sexes,2024,Persons,859.4
Atlantic region,Total population,Not in labour force 9,Males,2024,Persons,387.6
Atlantic region,Total population,Not in labour force 9,Females,2024,Persons,471.9
Atlantic region,Total population,Unemployment rate 10,Both sexes,2020,Percentage,11
Atlantic region,Total population,Unemployment rate 10,Males,2020,Percentage,12.6
Atlantic region,Total population,Unemployment rate 10,Females,2020,Percentage,9.3
Atlantic region,Total population,Participation rate 11,Both sexes,2020,Percentage,59.9
Atlantic region,Total population,Participation rate 11,Males,2020,Percentage,63.2
Atlantic region,Total population,Participation rate 11,Females,2020,Percentage,56.7
Atlantic region,Total population,Employment rate 12,Both sexes,2020,Percentage,53.3
Atlantic region,Total population,Employment rate 12,Males,2020,Percentage,55.3
Atlantic region,Total population,Employment rate 12,Females,2020,Percentage,51.4
Atlantic region,Total population,Unemployment rate 10,Both sexes,2021,Percentage,9.8
Atlantic region,Total population,Unemployment rate 10,Males,2021,Percentage,11.4
Atlantic region,Total population,Unemployment rate 10,Females,2021,Percentage,8.1
Atlantic region,Total population,Participation rate 11,Both sexes,2021,Percentage,61.2
Atlantic region,Total population,Participation rate 11,Males,2021,Percentage,64.5
Atlantic region,Total population,Participation rate 11,Females,2021,Percentage,58
Atlantic region,Total population,Employment rate 12,Both sexes,2021,Percentage,55.2
Atlantic region,Total population,Employment rate 12,Males,2021,Percentage,57.2
Atlantic region,Total population,Employment rate 12,Females,2021,Percentage,53.3
Atlantic region,Total population,Unemployment rate 10,Both sexes,2022,Percentage,7.8
Atlantic region,Total population,Unemployment rate 10,Males,2022,Percentage,9
Atlantic region,Total population,Unemployment rate 10,Females,2022,Percentage,6.6
Atlantic region,Total population,Participation rate 11,Both sexes,2022,Percentage,60.9
Atlantic region,Total population,Participation rate 11,Males,2022,Percentage,64.1
Atlantic region,Total population,Participation rate 11,Females,2022,Percentage,57.9
Atlantic region,Total population,Employment rate 12,Both sexes,2022,Percentage,56.2
Atlantic region,Total population,Employment rate 12,Males,2022,Percentage,58.3
Atlantic region,Total population,Employment rate 12,Females,2022,Percentage,54.1
Atlantic region,Total population,Unemployment rate 10,Both sexes,2023,Percentage,7.2
Atlantic region,Total population,Unemployment rate 10,Males,2023,Percentage,8.4
Atlantic region,Total population,Unemployment rate 10,Females,2023,Percentage,5.9
Atlantic region,Total population,Participation rate 11,Both sexes,2023,Percentage,60.7
Atlantic region,Total population,Participation rate 11,Males,2023,Percentage,63.8
Atlantic region,Total population,Participation rate 11,Females,2023,Percentage,57.8
Atlantic region,Total population,Employment rate 12,Both sexes,2023,Percentage,56.3
Atlantic region,Total population,Employment rate 12,Males,2023,Percentage,58.4
Atlantic region,Total population,Employment rate 12,Females,2023,Percentage,54.4
Atlantic region,Total population,Unemployment rate 10,Both sexes,2024,Percentage,7.4
Atlantic region,Total population,Unemployment rate 10,Males,2024,Percentage,8.8
Atlantic region,Total population,Unemployment rate 10,Females,2024,Percentage,6
Atlantic region,Total population,Participation rate 11,Both sexes,2024,Percentage,61.1
Atlantic region,Total population,Participation rate 11,Males,2024,Percentage,64.2
Atlantic region,Total population,Participation rate 11,Females,2024,Percentage,58
Atlantic region,Total population,Employment rate 12,Both sexes,2024,Percentage,56.5
Atlantic region,Total population,Employment rate 12,Males,2024,Percentage,58.6
Atlantic region,Total population,Employment rate 12,Females,2024,Percentage,54.6
Atlantic region,Indigenous population,Population 5,Both sexes,2020,Persons,103
Atlantic region,Indigenous population,Population 5,Males,2020,Persons,50.7
Atlantic region,Indigenous population,Population 5,Females,2020,Persons,52.3
Atlantic region,Indigenous population,Labour force 6,Both sexes,2020,Persons,62.2
Atlantic region,Indigenous population,Labour force 6,Males,2020,Persons,31
Atlantic region,Indigenous population,Labour force 6,Females,2020,Persons,31.2
Atlantic region,Indigenous population,Employment 7,Both sexes,2020,Persons,53.9
Atlantic region,Indigenous population,Employment 7,Males,2020,Persons,26
Atlantic region,Indigenous population,Employment 7,Females,2020,Persons,27.9
Atlantic region,Indigenous population,Unemployment 8,Both sexes,2020,Persons,8.3
Atlantic region,Indigenous population,Unemployment 8,Males,2020,Persons,5
Atlantic region,Indigenous population,Unemployment 8,Females,2020,Persons,3.3
Atlantic region,Indigenous population,Not in labour force 9,Both sexes,2020,Persons,40.8
Atlantic region,Indigenous population,Not in labour force 9,Males,2020,Persons,19.7
Atlantic region,Indigenous population,Not in labour force 9,Females,2020,Persons,21.1
Atlantic region,Indigenous population,Population 5,Both sexes,2021,Persons,106.6
Atlantic region,Indigenous population,Population 5,Males,2021,Persons,52.5
Atlantic region,Indigenous population,Population 5,Females,2021,Persons,54.2
Atlantic region,Indigenous population,Labour force 6,Both sexes,2021,Persons,66.8
Atlantic region,Indigenous population,Labour force 6,Males,2021,Persons,33.2
Atlantic region,Indigenous population,Labour force 6,Females,2021,Persons,33.5
Atlantic region,Indigenous population,Employment 7,Both sexes,2021,Persons,58.1
Atlantic region,Indigenous population,Employment 7,Males,2021,Persons,27.6
Atlantic region,Indigenous population,Employment 7,Females,2021,Persons,30.5
Atlantic region,Indigenous population,Unemployment 8,Both sexes,2021,Persons,8.7
Atlantic region,Indigenous population,Unemployment 8,Males,2021,Persons,5.6
Atlantic region,Indigenous population,Unemployment 8,Females,2021,Persons,3
Atlantic region,Indigenous population,Not in labour force 9,Both sexes,2021,Persons,39.9
Atlantic region,Indigenous population,Not in labour force 9,Males,2021,Persons,19.2
Atlantic region,Indigenous population,Not in labour force 9,Females,2021,Persons,20.6
Atlantic region,Indigenous population,Population 5,Both sexes,2022,Persons,109.8
Atlantic region,Indigenous population,Population 5,Males,2022,Persons,53.8
Atlantic region,Indigenous population,Population 5,Females,2022,Persons,56
Atlantic region,Indigenous population,Labour force 6,Both sexes,2022,Persons,66.7
Atlantic region,Indigenous population,Labour force 6,Males,2022,Persons,33.9
Atlantic region,Indigenous population,Labour force 6,Females,2022,Persons,32.8
Atlantic region,Indigenous population,Employment 7,Both sexes,2022,Persons,58.6
Atlantic region,Indigenous population,Employment 7,Males,2022,Persons,29.1
Atlantic region,Indigenous population,Employment 7,Females,2022,Persons,29.5
Atlantic region,Indigenous population,Unemployment 8,Both sexes,2022,Persons,8.1
Atlantic region,Indigenous population,Unemployment 8,Males,2022,Persons,4.8
Atlantic region,Indigenous population,Unemployment 8,Females,2022,Persons,3.3
Atlantic region,Indigenous population,Not in labour force 9,Both sexes,2022,Persons,43.1
Atlantic region,Indigenous population,Not in labour force 9,Males,2022,Persons,19.9
Atlantic region,Indigenous population,Not in labour force 9,Females,2022,Persons,23.2
Atlantic region,Indigenous population,Population 5,Both sexes,2023,Persons,113.7
Atlantic region,Indigenous population,Population 5,Males,2023,Persons,55.6
Atlantic region,Indigenous population,Population 5,Females,2023,Persons,58.1
Atlantic region,Indigenous population,Labour force 6,Both sexes,2023,Persons,71.2
Atlantic region,Indigenous population,Labour force 6,Males,2023,Persons,35.9
Atlantic region,Indigenous population,Labour force 6,Females,2023,Persons,35.2
Atlantic region,Indigenous population,Employment 7,Both sexes,2023,Persons,63.3
Atlantic region,Indigenous population,Employment 7,Males,2023,Persons,31.5
Atlantic region,Indigenous population,Employment 7,Females,2023,Persons,31.8
Atlantic region,Indigenous population,Unemployment 8,Both sexes,2023,Persons,7.9
Atlantic region,Indigenous population,Unemployment 8,Males,2023,Persons,4.5
Atlantic region,Indigenous population,Unemployment 8,Females,2023,Persons,3.4
Atlantic region,Indigenous population,Not in labour force 9,Both sexes,2023,Persons,42.5
Atlantic region,Indigenous population,Not in labour force 9,Males,2023,Persons,19.6
Atlantic region,Indigenous population,Not in labour force 9,Females,2023,Persons,22.9
Atlantic region,Indigenous population,Population 5,Both sexes,2024,Persons,117.7
Atlantic region,Indigenous population,Population 5,Males,2024,Persons,57.5
Atlantic region,Indigenous population,Population 5,Females,2024,Persons,60.2
Atlantic region,Indigenous population,Labour force 6,Both sexes,2024,Persons,71.9
Atlantic region,Indigenous population,Labour force 6,Males,2024,Persons,36
Atlantic region,Indigenous population,Labour force 6,Females,2024,Persons,35.9
Atlantic region,Indigenous population,Employment 7,Both sexes,2024,Persons,64.4
Atlantic region,Indigenous population,Employment 7,Males,2024,Persons,31.3
Atlantic region,Indigenous population,Employment 7,Females,2024,Persons,33.1
Atlantic region,Indigenous population,Unemployment 8,Both sexes,2024,Persons,7.5
Atlantic region,Indigenous population,Unemployment 8,Males,2024,Persons,4.8
Atlantic region,Indigenous population,Unemployment 8,Females,2024,Persons,2.8
Atlantic region,Indigenous population,Not in labour force 9,Both sexes,2024,Persons,45.8
Atlantic region,Indigenous population,Not in labour force 9,Males,2024,Persons,21.5
Atlantic region,Indigenous population,Not in labour force 9,Females,2024,Persons,24.3
Atlantic region,Indigenous population,Unemployment rate 10,Both sexes,2020,Percentage,13.4
Atlantic region,Indigenous population,Unemployment rate 10,Males,2020,Percentage,16.2
Atlantic region,Indigenous population,Unemployment rate 10,Females,2020,Percentage,10.5
Atlantic region,Indigenous population,Participation rate 11,Both sexes,2020,Percentage,60.4
Atlantic region,Indigenous population,Participation rate 11,Males,2020,Percentage,61.2
Atlantic region,Indigenous population,Participation rate 11,Females,2020,Percentage,59.6
Atlantic region,Indigenous population,Employment rate 12,Both sexes,2020,Percentage,52.3
Atlantic region,Indigenous population,Employment rate 12,Males,2020,Percentage,51.3
Atlantic region,Indigenous population,Employment rate 12,Females,2020,Percentage,53.3
Atlantic region,Indigenous population,Unemployment rate 10,Both sexes,2021,Percentage,13
Atlantic region,Indigenous population,Unemployment rate 10,Males,2021,Percentage,17
Atlantic region,Indigenous population,Unemployment rate 10,Females,2021,Percentage,9
Atlantic region,Indigenous population,Participation rate 11,Both sexes,2021,Percentage,62.6
Atlantic region,Indigenous population,Participation rate 11,Males,2021,Percentage,63.3
Atlantic region,Indigenous population,Participation rate 11,Females,2021,Percentage,61.9
Atlantic region,Indigenous population,Employment rate 12,Both sexes,2021,Percentage,54.5
Atlantic region,Indigenous population,Employment rate 12,Males,2021,Percentage,52.6
Atlantic region,Indigenous population,Employment rate 12,Females,2021,Percentage,56.3
